java_file,nobl
/itest/src/edu/stanford/nlp/coref/CorefBenchmark_testCoref_1.java,1
/itest/src/edu/stanford/nlp/coref/CorefBenchmark_setUp_0.java,5
/itest/src/edu/stanford/nlp/ie/crf/TestThreadedCRFClassifier_loadClassifier_1.java,0
/itest/src/edu/stanford/nlp/ie/crf/TestThreadedCRFClassifier_runTest_4.java,0
/itest/src/edu/stanford/nlp/ie/crf/TestThreadedCRFClassifier_TestThreadedCRFClassifier_0.java,0
/itest/src/edu/stanford/nlp/ie/crf/TestThreadedCRFClassifier_main_3.java,1
/itest/src/edu/stanford/nlp/ie/crf/TestThreadedCRFClassifier_runThreadedTest_5.java,8
/itest/src/edu/stanford/nlp/ie/crf/TestThreadedCRFClassifier_runClassifier_2.java,0
/itest/src/edu/stanford/nlp/util/TestPaths_testHome_0.java,0
/itest/src/edu/stanford/nlp/util/BenchmarkingHelper_BenchmarkingHelper_0.java,0
/itest/src/edu/stanford/nlp/pipeline/NERBenchmarkTestCase_testTest_12.java,0
/itest/src/edu/stanford/nlp/pipeline/TokenizerBenchmarkTestCase_loadTokenizerTestExamples_0.java,0
/itest/src/edu/stanford/nlp/pipeline/TokenizerBenchmarkTestCase_runTest_2.java,0
/itest/src/edu/stanford/nlp/pipeline/NERBenchmarkTestCase_tagCoNLLFileWithPipeline_6.java,0
/itest/src/edu/stanford/nlp/pipeline/AnnotationComparator_compareEntityMentionsLists_1.java,0
/itest/src/edu/stanford/nlp/pipeline/NERBenchmarkTestCase_testDev_11.java,0
/itest/src/edu/stanford/nlp/pipeline/NERBenchmarkTestCase_setUp_0.java,0
/itest/src/edu/stanford/nlp/pipeline/KBPAnnotatorBenchmark_testKBPAnnotatorResults_3.java,1
/itest/src/edu/stanford/nlp/pipeline/AnnotationComparator_compareTokensLists_0.java,0
/itest/src/edu/stanford/nlp/pipeline/NERBenchmarkTestCase_setUpPaths_3.java,0
/itest/src/edu/stanford/nlp/pipeline/NERBenchmarkTestCase_buildPipeline_4.java,0
/itest/src/edu/stanford/nlp/pipeline/KBPAnnotatorBenchmark_convertKBPTriplesToStrings_2.java,0
/itest/src/edu/stanford/nlp/pipeline/NERBenchmarkTestCase_runEvalScript_7.java,0
/itest/src/edu/stanford/nlp/pipeline/NERBenchmarkTestCase_runTest_10.java,0
/itest/src/edu/stanford/nlp/pipeline/NERBenchmarkTestCase_addLanguageSpecificProperties_1.java,0
/itest/src/edu/stanford/nlp/pipeline/KBPAnnotatorBenchmark_loadGoldData_0.java,0
/itest/src/edu/stanford/nlp/pipeline/KBPAnnotatorBenchmark_convertRelationName_1.java,0
/itest/src/edu/stanford/nlp/pipeline/NERBenchmarkTestCase_parseResults_8.java,0
/itest/src/edu/stanford/nlp/pipeline/AnnotationComparator_findCoreMapDifference_2.java,0
/itest/src/edu/stanford/nlp/pipeline/TokenizerBenchmarkTestCase_f1Scores_1.java,0
/itest/src/edu/stanford/nlp/pipeline/NERBenchmarkTestCase_loadSentencesFromCoNLLFile_5.java,0
/itest/src/edu/stanford/nlp/pipeline/NERBenchmarkTestCase_getF1Score_9.java,0
/examples/sample-maven-project/src/main/java/edu/stanford/nlp/StanfordCoreNLPEnglishTestApp_main_0.java,0
/examples/sample-maven-project/src/main/java/edu/stanford/nlp/StanfordCoreNLPSpanishTestApp_main_0.java,0
/examples/sample-maven-project/src/main/java/edu/stanford/nlp/StanfordCoreNLPChineseTestApp_main_0.java,0
/test/src/edu/stanford/nlp/ie/util/IETestUtils_parseSentence_2.java,0
/test/src/edu/stanford/nlp/ie/util/IETestUtils_mkWord_0.java,0
/test/src/edu/stanford/nlp/stats/CounterTestBase_testReturnValue_5.java,0
/test/src/edu/stanford/nlp/stats/CounterTestBase_testLogIncrement_9.java,0
/test/src/edu/stanford/nlp/stats/CounterTestBase_CounterTestBase_0.java,0
/test/src/edu/stanford/nlp/stats/CounterTestBase_testEntrySet_10.java,1
/test/src/edu/stanford/nlp/stats/CounterTestBase_testClear_12.java,0
/test/src/edu/stanford/nlp/stats/CounterTestBase_testFactory_4.java,0
/test/src/edu/stanford/nlp/stats/CounterTestBase_testIncrement_7.java,0
/test/src/edu/stanford/nlp/stats/CounterTestBase_testSetCount_6.java,0
/test/src/edu/stanford/nlp/stats/CounterTestBase_testComparators_11.java,6
/test/src/edu/stanford/nlp/stats/CounterTestBase_testIncrement2_8.java,0
/test/src/edu/stanford/nlp/stats/CounterTestBase_testClassicCounterHistoricalMain_3.java,20
/test/src/edu/stanford/nlp/stats/CounterTestBase_CounterTestBase_1.java,0
/test/src/edu/stanford/nlp/stats/CounterTestBase_setUp_2.java,0
/test/src/edu/stanford/nlp/benchmarks/Benchmarks_main_6.java,0
/test/src/edu/stanford/nlp/benchmarks/Benchmarks_testAdjacency_5.java,3
/test/src/edu/stanford/nlp/benchmarks/Benchmarks_benchmarkDatum_4.java,10
/test/src/edu/stanford/nlp/benchmarks/Benchmarks_benchmarkCRF_2.java,6
/test/src/edu/stanford/nlp/benchmarks/BenchmarkFeatureFactory_getCliqueFeatures_0.java,0
/test/src/edu/stanford/nlp/benchmarks/Benchmarks_benchmarkRVFLogisticRegression_0.java,5
/test/src/edu/stanford/nlp/benchmarks/Benchmarks_benchmarkSGD_3.java,5
/test/src/edu/stanford/nlp/benchmarks/Benchmarks_benchmarkLogisticRegression_1.java,5
/src/edu/stanford/nlp/neural/VectorMap_VectorMap_0.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_iteratorSimpleMatrix_18.java,0
/src/edu/stanford/nlp/neural/Embedding_writeToFile_7.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_iteratorSimpleMatrix_17.java,0
/src/edu/stanford/nlp/neural/VectorMap_deserialize_4.java,0
/src/edu/stanford/nlp/neural/VectorMap_deserialize_5.java,2
/src/edu/stanford/nlp/neural/Embedding_getWordVectors_17.java,0
/src/edu/stanford/nlp/neural/Embedding_getStartWordVector_14.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_setSlice_13.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_elementSum_12.java,0
/src/edu/stanford/nlp/neural/VectorMap_sameFloat_10.java,0
/src/edu/stanford/nlp/neural/VectorMap_readWord2Vec_6.java,1
/src/edu/stanford/nlp/neural/NeuralUtils_NeuralUtils_0.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_plus_10.java,0
/src/edu/stanford/nlp/neural/Embedding_Embedding_1.java,0
/src/edu/stanford/nlp/neural/VectorMap_equals_7.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_numRows_4.java,0
/src/edu/stanford/nlp/neural/VectorMap_serialize_3.java,4
/src/edu/stanford/nlp/neural/NeuralUtils_isZero_21.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_bilinearProducts_15.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_isZero_16.java,0
/src/edu/stanford/nlp/neural/Embedding_Embedding_0.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_random_3.java,0
/src/edu/stanford/nlp/neural/NeuralUtils_elementwiseApplyLog_14.java,0
/src/edu/stanford/nlp/neural/Embedding_getEmbeddingSize_18.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_SimpleTensor_1.java,0
/src/edu/stanford/nlp/neural/Embedding_Embedding_4.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_set_8.java,0
/src/edu/stanford/nlp/neural/Embedding_get_12.java,0
/src/edu/stanford/nlp/neural/VectorMap_VectorMap_1.java,0
/src/edu/stanford/nlp/neural/NeuralUtils_randomGaussian_19.java,0
/src/edu/stanford/nlp/neural/Embedding_getUnknownWordVector_16.java,0
/src/edu/stanford/nlp/neural/Embedding_loadWordVectors_5.java,4
/src/edu/stanford/nlp/neural/NeuralUtils_elementwiseApplyTanhDerivative_16.java,0
/src/edu/stanford/nlp/neural/Embedding_loadWordVectors_6.java,6
/src/edu/stanford/nlp/neural/rnn/RNNCoreAnnotations_getNodeVector_1.java,0
/src/edu/stanford/nlp/neural/rnn/TopNGramRecord_countTreeHelper_3.java,0
/src/edu/stanford/nlp/neural/rnn/RNNCoreAnnotations_getPredictionsAsStringList_3.java,0
/src/edu/stanford/nlp/neural/rnn/TopNGramRecord_scoreComparator_5.java,0
/src/edu/stanford/nlp/neural/rnn/RNNCoreAnnotations_getPredictedClass_5.java,0
/src/edu/stanford/nlp/neural/rnn/TopNGramRecord_countTree_1.java,0
/src/edu/stanford/nlp/neural/rnn/RNNCoreAnnotations_getPredictions_2.java,0
/src/edu/stanford/nlp/neural/rnn/TopNGramRecord_TopNGramRecord_0.java,0
/src/edu/stanford/nlp/neural/rnn/RNNCoreAnnotations_getPredictionError_9.java,0
/src/edu/stanford/nlp/neural/rnn/RNNCoreAnnotations_getGoldClass_7.java,0
/src/edu/stanford/nlp/neural/rnn/RNNCoreAnnotations_RNNCoreAnnotations_0.java,0
/src/edu/stanford/nlp/neural/rnn/TopNGramRecord_simplifyTree_2.java,1
/src/edu/stanford/nlp/neural/rnn/TopNGramRecord_getPriorityQueue_4.java,0
/src/edu/stanford/nlp/neural/rnn/RNNCoreAnnotations_setGoldClass_8.java,0
/src/edu/stanford/nlp/neural/rnn/RNNCoreAnnotations_getPredictedClassProb_6.java,0
/src/edu/stanford/nlp/neural/rnn/RNNCoreAnnotations_setPredictionError_10.java,0
/src/edu/stanford/nlp/neural/rnn/TopNGramRecord_toString_6.java,0
/src/edu/stanford/nlp/neural/rnn/RNNCoreAnnotations_getPredictedClass_4.java,0
/src/edu/stanford/nlp/neural/NeuralUtils_sigmoid_11.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_getNumElements_7.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_numSlices_6.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_getSlice_14.java,0
/src/edu/stanford/nlp/neural/NeuralUtils_softmax_12.java,0
/src/edu/stanford/nlp/neural/NeuralUtils_elementwiseApplyTanh_15.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_numCols_5.java,0
/src/edu/stanford/nlp/neural/VectorMap_toString_9.java,0
/src/edu/stanford/nlp/neural/NeuralUtils_loadTextMatrices_3.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_elementMult_11.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_SimpleTensor_2.java,0
/src/edu/stanford/nlp/neural/VectorMap_serialize_2.java,0
/src/edu/stanford/nlp/neural/NeuralUtils_elementwiseApplyReLU_13.java,0
/src/edu/stanford/nlp/neural/Embedding_Embedding_3.java,0
/src/edu/stanford/nlp/neural/Embedding_getEndWordVector_15.java,0
/src/edu/stanford/nlp/neural/Embedding_Embedding_2.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_SimpleTensor_0.java,1
/src/edu/stanford/nlp/neural/NeuralUtils_loadTextMatrix_2.java,0
/src/edu/stanford/nlp/neural/NeuralUtils_convertTextMatrix_4.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_toString_20.java,0
/src/edu/stanford/nlp/neural/NeuralUtils_loadTextMatrix_1.java,0
/src/edu/stanford/nlp/neural/NeuralUtils_toString_5.java,0
/src/edu/stanford/nlp/neural/SimpleTensor_toString_19.java,0
/src/edu/stanford/nlp/neural/NeuralUtils_oneHot_20.java,0
/src/edu/stanford/nlp/neural/Embedding_containsWord_13.java,0
/src/edu/stanford/nlp/neural/Embedding_setWordVectors_19.java,0
